9586 26818
8222 6337 -481
7189 4926 -383
7654 2485 560
3398 6854 -937
2983 6023 -824
7487 6970 469
4281 5632 830
5021 302 554
9142 8799 114
24 7972 798
4969 4695 97
396 397 -896
7741 1869 962
8563 72 -966
6272 6342 -636
7610 6839 -375
9271 3378 -355
5127 7815 -664
3614 4949 432
3668 6905 -405
7276 1159 859
2596 7500 -272
9167 3160 137
8750 5326 7
7661 4613 328
4213 4697 981
5277 7303 268
827 2382 -364
2363 755 -880
8652 4131 201
615 6692 -938
339 3709 -662
3885 8657 987
7963 8116 693
4507 5828 -140
3695 6609 -178
2595 1859 -237
7695 8904 -203
7506 4302 762
2547 277 176
8314 2514 -507
9571 4324 89
5943 5474 405
6772 7527 11
3693 6932 719
9353 8582 -261
3503 7183 720
9201 1416 149
467 4973 497
4972 6126 984
505 1118 346
9372 8583 570
8609 922 -333
7671 5216 -938
4758 5023 596
2798 1358 -748
4613 8253 7
8319 8648 -113
3568 3023 -517
8338 6720 607
4814 5349 182
8658 2437 640
784 319 -487
5800 2831 791
6345 102 -157
8638 1843 330
9049 632 59
5067 2424 -134
1202 180 -74
1022 7952 40
3539 7785 -159
9023 912 464
6450 5594 -387
6671 5962 568
7813 3617 -72
9106 9492 589
6925 5590 -390
7652 679 -457
8476 4380 -340
4161 1701 547
3753 8931 -908
8192 8114 398
8500 9386 776
2052 8219 253
7381 6896 930
3628 6726 -229
2680 1066 912
2092 8218 -852
6673 5993 913
5762 1819 -633
4733 6545 407
7142 729 -471
6039 6959 152
7843 2771 -364
2455 5934 371
364 270 39
127 1977 386
8267 1581 15
5273 9108 235
3473 7111 -292
1466 7071 -43
5413 1754 -696
4024 864 -115
8720 8536 561
7508 7925 -500
6339 7575 675
6886 5274 263
8288 4190 855
2203 6375 996
1958 9189 749
6464 7934 -138
7533 4547 133
1899 1661 -501
2751 1402 889
8104 1618 772
2116 2801 -420
962 4077 793
49 7284 60
1136 9241 451
6047 1397 -384
8720 7994 -45
8558 3598 494
6077 2773 -813
1683 1530 967
1797 6119 -124
9284 3064 467
680 3832 -952
778 5520 513
1061 7009 111
7503 8479 975
6137 2972 154
7354 7509 571
4789 4098 298
7686 7185 -913
1985 6508 743
5817 1928 -512
3827 8778 301
6256 4365 183
6783 5823 533
6030 5002 -941
129 3919 -626
3072 8346 -109
1896 7236 269
235 5196 974
6115 7098 770
523 1775 458
3936 4436 -46
7578 3612 -361
8397 2406 -615
7923 7902 348
2062 7027 -951
1966 8324 283
678 1369 787
7628 2651 569
7241 9047 483
5869 9240 -803
8282 1212 819
8951 4664 320
567 9090 -979
7363 418 516
3899 2366 -362
3875 7312 316
7594 8294 82
1497 3358 -517
4666 1161 -890
4394 7847 -584
8899 8152 223
5063 5817 191
5593 6353 -635
2503 7304 -99
2429 683 -541
7462 43 -843
4728 7187 -657
5981 7530 -765
806 9515 590
8725 1341 579
931 7207 -861
2900 1656 -74
4621 2470 797
267 7122 832
7718 8575 166
997 8696 350
9207 7909 -497
800 7577 719
2994 8163 433
2215 7072 526
2962 2764 70
938 6749 431
6762 4632 615
7994 5626 122
3421 5707 951
1411 3884 235
705 4324 -44
2678 8230 185
6007 4515 318
7094 6869 -12
3149 3197 -527
6421 1005 -809
6276 5646 -500
6140 554 -173
5392 3501 61
5852 893 839
6622 650 -872
3282 8675 449
5434 1836 -880
5402 7498 27
5264 1024 -368
9180 3991 888
2364 8601 890
3824 2034 44
9357 1756 200
276 7510 -354
2875 2215 619
3175 2788 812
1035 7689 -19
3541 5590 -351
6733 5614 -360
5950 7614 212
6808 2673 683
114 2177 914
7401 517 319
5422 8405 823
8777 9202 980
7491 6304 -512
3453 671 -331
703 5930 -45
3443 629 -682
393 8132 289
1194 1791 -311
3347 879 618
4165 7446 -651
1293 7394 263
675 6005 -223
8118 9002 846
9468 6722 283
385 4704 517
7596 1518 560
5260 6394 125
2624 9400 -206
8651 4245 464
3347 8315 -589
8797 2525 -724
7169 7111 -751
9418 6739 277
9406 8762 -606
6956 4400 760
4310 4879 -734
7115 376 -734
4169 2285 666
1851 9238 -227
2308 1023 -57
4340 3806 -739
1993 7078 867
2940 5783 2
6672 9355 445
2554 2513 -85
6014 4320 -447
505 6688 476
2086 832 -43
8756 3250 -296
1271 4958 -53
1823 3693 -624
3112 4842 940
2551 5605 -668
6054 8090 -467
7275 8030 -433
1032 5543 599
2756 9455 612
8017 795 147
5490 7400 -124
4218 4007 873
2577 8442 -17
334 1667 346
3210 5115 442
7684 58 954
8092 7276 -287
5278 630 363
6024 5182 -179
5960 2440 -469
5401 6258 -38
5634 2754 863
566 2134 644
3974 7309 -956
7410 6027 152
7088 6859 -483
7125 1672 226
5110 3355 801
2900 3139 -647
4114 1130 23
9363 2796 -329
4803 3337 -443
9541 8761 -271
4521 1228 -396
7086 7368 -250
5423 7035 479
8008 2073 -207
8866 5651 2
6367 5290 -447
6476 8830 -536
1249 626 608
183 2802 -168
1532 1982 499
6896 7648 -306
5226 1453 484
8168 7177 -940
1792 6901 -648
6499 6006 259
70 8414 -184
7647 2495 -685
8581 3529 985
106 6295 294
7718 3371 -961
587 6997 532
8358 6502 173
4460 2092 -81
6967 3542 -51
8168 6606 -136
962 7530 880
736 1608 -363
7950 1203 416
5958 847 147
702 3656 328
3735 9559 337
491 4804 938
4830 8035 -839
6840 5039 783
2969 6317 -76
9487 4807 -431
9354 9368 938
1894 1722 147
744 6759 245
8259 1491 -568
5614 152 505
8005 7989 -398
8005 3293 543
8747 1070 996
3081 5912 -163
3896 3027 993
4165 5927 -276
6585 5922 -666
4723 7569 990
3566 8823 166
6224 2295 -405
2679 5724 -788
5173 4482 -530
6839 8060 -435
5107 7825 -819
5759 7328 737
6528 7626 -830
1635 9498 57
1194 5642 533
6134 3539 -544
3926 5397 643
6320 3943 -266
4633 5893 -68
7505 2501 805
6204 8386 825
8074 5233 -220
2538 5209 -617
7979 3223 -918
8308 8157 -282
4637 1744 299
6479 5502 -948
6492 752 -952
8091 6131 920
5834 4283 -790
732 5967 -106
4781 1991 636
3718 978 -667
3382 1139 -599
2311 6291 224
1284 2749 -275
9362 3675 -710
6840 5003 841
4506 9268 -369
8214 7656 469
3737 1838 -209
4487 7155 -900
3087 7469 600
1420 8090 -27
2126 7959 296
5017 4505 -566
6012 9033 -12
811 8728 209
3874 3662 -439
6104 132 532
6466 6008 956
8488 6308 -981
4578 3819 -503
8794 6548 628
5071 4930 -70
5459 9214 390
5059 9118 893
3084 7130 643
8032 2481 -859
2389 4828 -943
8527 4619 910
8737 860 365
6882 8954 -607
2969 9364 -863
4043 2651 -814
5968 2714 -873
5738 2303 16
3024 333 663
499 9536 -161
2854 3203 707
1461 706 310
4060 8583 911
9019 376 -591
2639 2171 -678
4276 7639 -89
7864 3299 381
7186 1705 850
5655 2606 27
5191 2708 -375
8647 733 -409
1168 1276 -305
1573 3283 156
9179 5427 -7
5523 2080 673
4277 2456 -815
2948 3357 675
5935 6310 -402
6503 8577 612
8058 406 -967
200 3196 476
2980 6189 -357
1169 3938 -872
4832 5129 -18
9142 3647 613
909 8276 995
5095 7717 832
4375 1038 -628
6058 864 -211
9141 8701 146
650 3170 -253
7968 6433 -17
8247 73 800
4688 7524 864
6671 8793 -805
5170 9542 -132
2657 4691 -779
9173 7014 -569
2414 3892 -751
1927 3290 -180
4529 5458 430
7048 1709 862
2811 1636 380
7155 2371 -235
3009 3770 24
3679 4656 114
4632 9574 968
8735 9252 -460
4439 6938 -892
8066 5992 -603
1785 5906 -386
2065 3790 401
2616 838 -36
435 16 -326
750 3475 -641
8641 1804 512
4774 3055 -123
7417 8869 941
3325 8167 152
4005 5603 287
8539 3335 318
8885 3424 167
8338 5733 487
1943 9514 -138
2100 7459 -370
4192 5994 638
415 7409 -243
2608 7371 247
2711 4559 -242
1650 4930 -592
490 1530 -535
6870 1536 275
1620 2424 -918
7751 4711 422
1975 842 162
5502 661 -518
3044 1174 825
9071 3409 31
8835 4659 179
2977 3697 -304
5089 233 950
3196 7158 330
398 7056 325
3340 4407 -75
8507 1396 853
4487 69 -131
4556 3574 290
8270 1900 -306
8733 5326 -774
1558 5201 766
7230 7184 -515
5387 7109 305
7770 5483 -552
6084 2982 648
6682 9552 882
3868 4471 -346
2784 962 -17
6505 1607 916
5632 2513 -115
9439 3294 -862
5607 6206 396
1328 5636 -399
2235 523 180
8738 5191 -508
9057 7289 -942
9466 786 300
481 8955 815
6831 1983 206
2199 8420 -282
9162 8746 -802
8173 3228 983
1668 7354 247
4460 3871 -342
6054 7262 519
3502 9046 993
1597 900 983
9119 2512 660
8580 7593 -261
2282 2410 -648
5668 1779 663
612 6472 -193
3331 9147 530
4486 4148 355
2578 9128 -247
942 5304 -732
3442 9173 638
5916 5102 259
1016 7559 599
2533 2191 -237
2900 5329 -497
5423 9230 726
5189 8518 -797
7754 4216 -424
9068 1767 -681
8032 6890 846
5386 2528 219
9426 6858 598
5611 9381 143
346 764 -992
2399 9560 409
4380 323 -13
766 7377 -426
5923 8826 -883
3410 5250 801
7695 9402 431
4156 1332 -248
791 8876 -512
5626 605 560
3859 1429 -85
471 6837 -342
906 3064 -611
5326 2316 -566
7171 9542 -340
1280 3486 -861
9293 2212 471
3245 1806 -121
7415 4752 246
9513 7087 -775
1509 155 12
3448 66 813
9121 4887 -467
4750 5396 849
7791 4583 583
1136 9525 206
8482 6677 -61
2199 810 472
6665 5025 -604
5317 8281 -233
7599 412 -444
857 2068 -580
8315 7290 138
1741 2661 603
2475 5708 865
5021 8837 -827
7468 7131 -1
8182 5716 -288
7625 9440 -231
7302 1702 590
6353 1371 -548
2305 8692 527
987 7820 -852
686 1394 48
7152 6831 183
1100 5624 101
6948 6759 358
1522 889 57
2149 3976 218
5711 4567 -150
4944 9170 926
577 1216 -103
2035 6458 -784
9114 9495 -266
4505 6473 738
1385 4758 -448
7910 7045 -817
1275 2102 -621
5147 5476 -216
2520 2409 -126
1912 4425 -119
2556 3063 66
3109 1947 -257
4193 4373 -358
8570 4743 954
6827 8457 -841
3773 2361 -410
8093 8244 -36
4835 8558 490
4672 5811 -906
4195 8158 -44
4957 5609 503
4435 7754 515
5883 2034 102
5317 2525 313
3037 2142 765
9201 1691 877
6373 8138 971
7600 7352 725
1564 2945 500
5856 3155 -335
1763 7460 705
7928 775 -27
64 2067 819
679 1338 707
9275 5447 318
7928 8348 -710
7264 1696 -870
576 952 -170
4249 2829 -319
1258 4761 111
3248 534 -98
3747 9105 -196
850 4301 -98
8775 5813 -956
1965 3129 -659
6840 8758 797
9446 3472 -390
8736 416 -223
1628 7893 -845
6429 3411 -39
611 4558 -153
6306 6630 765
5113 6199 418
5690 2294 -423
744 8793 8
9051 1479 840
6578 675 -42
5580 1464 98
7147 5861 226
1604 3995 729
8926 7729 664
1128 2290 965
6552 6341 -502
582 8690 -126
1163 70 898
9477 7113 -754
7020 4596 543
285 1524 526
6436 4761 263
6440 6662 534
455 1309 434
7462 8169 475
7935 5362 -984
1412 7955 62
2386 1787 907
54 6149 552
4357 4746 -993
2638 8695 -315
4094 6888 247
6733 3916 920
5368 6743 751
3254 7970 -617
1381 9515 -635
7758 1792 -162
9034 7350 -134
3434 242 -214
7746 1333 -480
5890 8605 -756
1803 3640 -333
3766 6950 -883
4071 1688 271
4442 36 547
8941 4484 963
1702 7715 95
1858 6068 876
35 6782 351
73 2494 343
3736 1389 357
4016 2696 801
4710 7856 652
4399 8777 -170
6761 1627 819
1942 1926 713
2784 8261 -612
96 142 503
3149 3568 174
2370 1498 763
7223 5789 217
6778 7031 642
6745 3438 258
9416 9118 -971
4420 5729 -485
820 2834 133
3135 69 -234
6328 2228 137
1659 5653 982
5682 1820 -589
8708 7740 189
5635 612 114
7034 5572 -513
4326 7534 991
2270 1196 738
4408 2334 -853
9250 3320 -89
8055 4310 994
6283 5942 -251
9341 1470 -174
5813 8796 708
8566 5748 337
1254 4181 -236
4088 4809 318
8487 1246 879
7765 976 -735
3831 9095 -537
844 2751 254
8707 3876 754
7511 1773 637
800 8425 -404
6538 8544 292
9411 5738 517
2550 1997 755
621 3017 423
4755 894 -617
46 7734 608
3220 9336 -207
9075 9467 -863
1164 220 756
6012 3451 -913
1121 6974 115
1721 8357 625
4870 4356 -149
5787 7266 849
2129 2755 926
4099 9067 -839
1023 9278 79
8989 3 216
3572 6812 -182
2020 6730 890
3206 8328 463
4285 6939 -3
8633 7343 324
2946 3009 1000
2159 2517 -194
1805 8839 769
4529 681 885
4399 6191 -933
5809 4133 669
8960 8342 1
4748 9489 -417
1712 7204 -387
92 8734 154
8999 4961 -630
26 7221 396
6700 1681 -355
6797 7647 128
8171 3178 -727
4403 8802 363
3572 6962 556
6915 2530 9
2754 9050 83
909 5365 -217
617 1064 63
9070 5039 -147
9435 5735 -272
6143 6769 974
4075 2594 -124
9031 3268 -965
613 2296 -783
4564 5504 948
4424 5182 84
7713 3947 56
1433 5141 -714
7128 6163 388
5036 1584 390
4155 8776 -613
2687 568 447
3067 1436 -866
2671 879 -263
2633 5337 -678
5960 4703 -190
1166 6005 -51
1372 2606 339
516 6788 -384
7306 4858 489
1135 5468 -575
8466 3481 801
4256 4761 947
3466 2347 152
2602 5284 -570
8474 6458 -921
4052 8136 311
3262 5605 -27
1535 8235 448
1242 4064 496
6382 3679 -930
9205 1762 -733
937 4652 671
1863 3230 600
5680 3526 34
7339 3792 386
1771 8525 860
4116 4066 -360
3386 880 216
6880 1629 -892
6585 2356 8
6791 7296 636
9011 5588 -715
6640 3678 -566
7518 2440 -51
1187 9287 766
2220 8123 737
2247 2873 751
2430 8257 -23
6660 6415 531
6371 8851 301
6107 2616 -788
2121 3126 675
8417 8268 -205
5949 4879 736
6014 6589 652
1331 8674 949
6061 279 -748
7409 9221 402
2010 5045 31
8326 4594 633
6003 3765 -10
2227 6109 -536
6263 6661 -595
128 3291 -478
7274 677 -747
8976 8198 -867
4751 8225 226
9227 292 -892
2109 5264 369
7719 5889 -318
2851 8838 13
9123 7250 368
4862 8555 209
7373 1851 637
3209 250 377
8654 5747 756
3103 5300 -9
6949 2102 -50
485 5713 761
6737 1425 -38
2452 2128 -484
6415 2183 -996
7458 7962 177
9300 1656 550
7501 4650 -275
8879 7839 62
2411 8768 944
4777 9372 -765
1370 5492 -463
7667 1485 686
6438 9540 846
1251 3906 -368
5783 4150 -583
3337 4127 -637
4169 2333 -773
278 1170 -436
9468 6617 -317
6469 632 -259
3186 7788 727
606 6357 374
883 5207 914
1151 3144 -712
8487 1161 -252
6737 6618 -772
165 3947 454
3564 4922 -338
76 4149 -469
2132 3743 -288
401 9581 -437
6509 6992 -122
9057 30 -574
4526 32 -315
1120 1141 -683
6237 5342 615
9433 3944 766
1541 4625 743
7553 7790 771
108 4190 -432
1931 3059 1
6560 7866 842
5806 5083 728
3725 751 -868
6128 3853 -788
8582 6359 707
2994 3895 -964
2144 5250 398
454 385 484
4985 7246 520
2139 6324 -579
4502 8162 -454
9108 5224 745
135 8949 -451
2132 4115 263
5545 3542 -951
3149 1332 861
5840 6121 209
2429 7777 -306
7033 3595 -483
3412 643 -841
2734 3624 406
7860 2489 378
3615 1410 770
2269 4791 103
4685 2258 -224
267 4120 -705
4870 1364 -407
3860 2442 -849
6724 3908 48
3833 6915 568
903 8709 539
2396 8810 607
8090 5942 816
6680 4121 366
7019 9027 427
1284 7294 576
1746 5961 -822
6512 6938 789
4477 2 679
5532 8538 -137
6426 7271 245
5668 7634 -442
5069 8170 252
5939 9067 114
3080 6752 70
2675 1406 -959
5779 9336 -483
1020 7717 244
8000 9490 -607
8290 2911 -74
4539 5881 -54
5516 6818 609
885 5422 -798
6431 2793 957
808 7664 436
1523 490 742
235 9310 892
6897 7037 717
8194 4082 39
5940 3632 -996
9357 8767 646
1059 419 352
5233 3430 -662
5734 366 -14
7097 3132 881
6337 98 273
1004 54 -163
6613 1108 830
3925 5144 371
7947 1652 392
7844 909 -506
2262 8639 -776
3404 7604 -388
2135 7245 -898
5631 9365 -231
3447 3558 -749
33 8708 329
3237 6642 135
7654 6663 184
6910 5980 -614
7700 2958 1000
504 5838 -648
3980 262 -971
7971 4222 -848
7593 1038 -690
1290 1509 -895
6189 2655 -738
2240 1884 917
634 2490 879
9194 2551 -414
5838 1302 -491
3959 8535 686
5213 4972 -916
7911 8050 -81
8826 6595 -624
4830 7446 904
7348 6973 353
7791 1222 284
3861 8480 -158
4366 1197 -310
2908 7335 -561
5400 8211 -534
1075 3811 -363
1262 7029 678
2853 2863 -396
5099 8927 570
9442 4714 394
6468 1798 400
1713 587 626
5660 273 -151
6086 7003 108
3594 8332 72
6640 9256 473
7156 6297 -719
4555 1965 -352
1421 9203 826
1571 1580 322
6935 5293 147
404 3218 -175
6012 1200 -192
3885 9414 -241
328 3894 -810
5680 1965 -444
6154 5999 831
1889 4578 -988
8824 1674 -970
9583 7455 -713
3891 4997 42
1368 3349 914
7786 2985 171
3454 1851 505
1041 5151 728
7601 6850 -486
7510 4271 -684
6248 3741 150
7730 1027 -190
8109 7884 -667
3546 5572 4
5856 6720 -173
5677 5450 740
9064 773 -785
6755 6462 636
9355 3210 -421
7487 6770 -247
1333 2072 -360
5180 8541 324
5931 7435 -543
7674 1872 -140
1074 7680 -697
5454 2460 12
7718 6391 589
6674 4569 700
2002 9468 943
2663 5019 -831
5924 195 662
762 1440 -387
3746 3207 -71
3613 7616 497
7580 1018 -100
3064 6914 129
6471 3372 46
5307 7638 -213
2442 7316 105
5028 7124 68
7120 9266 -928
6965 5693 -347
7908 4356 -260
8502 9245 847
37 4940 -956
5212 7705 581
5970 9412 376
7873 4201 558
392 8543 112
4492 6485 -987
8956 6429 832
3786 1765 571
8120 3639 -469
9570 2636 -58
9419 7008 -217
2200 1243 -404
6077 8275 -192
908 8602 524
424 1697 853
2446 5387 175
4377 1138 -402
3028 9184 -330
6987 6058 849
4491 3734 852
6691 3892 -694
8299 8905 -45
954 1511 310
7728 2398 74
377 3408 719
2398 7777 -34
6070 2706 -705
7575 4856 171
6194 5275 274
5455 5976 -569
872 96 261
1463 4867 -145
656 8394 -746
6369 1395 -292
8803 3663 -871
526 1853 -684
536 6244 603
1287 5495 -222
4254 5401 358
857 3260 -109
3611 7349 576
8020 3595 637
1152 6321 -529
6670 8265 340
7430 5451 -150
148 8054 -445
924 3033 -921
8111 5812 776
4551 2963 158
8741 7530 958
3734 5005 -905
1444 8259 446
9472 475 941
9304 2442 269
6085 9078 681
1706 369 -971
8430 4085 157
5010 6502 767
9227 2417 -854
2872 7877 77
5073 658 -5
9224 696 589
3941 7277 -906
7103 3155 558
2345 6364 -222
3640 1114 -451
4140 5980 170
7004 3118 -447
2051 9137 648
1760 3554 70
8279 6162 -249
600 4947 994
115 9167 -587
1823 6553 -128
9187 1000 -844
2246 3945 808
6642 7172 72
8982 3978 850
7199 8749 268
6103 6194 -553
1046 8331 -704
6814 4137 742
8606 9403 801
101 3470 94
8888 6520 583
4844 9073 313
5110 3383 -80
1071 2033 -503
76 2854 -943
4824 1015 507
3441 4237 103
8141 8591 713
382 4895 -523
6689 8 476
8387 719 486
4210 2402 114
6324 6632 -567
1276 6031 453
8577 8603 -8
5656 197 924
2210 3834 526
578 5595 453
8848 6159 670
5185 6137 -1000
5524 6819 817
7542 8498 -354
1200 5405 -996
7100 1437 310
3676 6811 940
4208 7872 294
7840 5718 489
173 5751 620
8165 2260 -149
124 4614 -120
7423 5911 870
3259 6775 510
5078 7580 350
1980 6171 -243
4131 1449 160
628 5627 571
4977 7485 463
8676 1287 -813
5325 9418 543
8992 3231 -748
3677 3143 80
8288 3563 -632
8297 7031 898
8825 1803 -416
7443 1444 -377
5119 7622 411
2256 5228 -337
6251 5170 192
9359 9483 884
7658 4009 -291
7870 9377 886
6412 9190 14
4825 5754 81
6753 8792 511
1293 3748 872
6154 1544 74
7358 7829 -697
6623 5930 817
8142 1886 -251
2428 7908 779
7001 8792 -814
7519 8886 -876
5041 775 756
4265 9094 512
1844 5147 -576
1950 3092 -855
2421 1300 352
2300 2688 -75
1697 304 183
2601 3227 -653
5050 2174 464
7537 6576 -784
4126 878 -461
8034 3675 249
4978 9323 -166
2165 7457 349
6953 4701 573
8864 755 779
7562 621 275
1292 1048 685
2104 4766 696
6230 6645 13
6780 1272 540
282 36 -246
4577 3535 833
2657 8020 -277
6762 6467 869
7938 490 -712
324 6359 427
343 3434 550
5042 7399 -611
8919 1035 -977
3273 3461 909
5231 1547 258
6424 5858 682
6308 5802 -97
2970 3060 513
9110 1473 762
7548 7557 -529
1141 1234 -840
3908 7272 705
3886 5075 700
748 761 -308
146 1230 -945
3900 6124 -696
8070 84 867
8496 7854 646
3528 8607 289
1471 6199 972
5016 5420 -997
6784 5667 223
1896 9210 320
7616 3718 -403
3420 497 -80
8642 3337 693
9022 7218 -39
1977 2547 196
6538 6777 -596
3999 1435 216
2423 5056 388
2955 5434 -657
1236 1057 765
3172 3899 -379
1427 8859 711
7459 3501 170
9508 4536 252
6692 484 -671
7614 5077 533
6725 6180 354
5159 1443 8
4419 7178 869
9160 7495 -979
5856 8381 -826
4433 215 -391
2273 6729 804
9057 7166 798
4056 3470 -914
290 30 -230
6976 4046 -791
3220 5104 -744
7716 2198 -259
5977 5135 351
6837 5581 292
6171 3044 192
3916 2672 -683
6622 4073 517
5879 3020 374
6532 4127 -220
8312 655 769
6805 5872 -602
8708 1955 167
5921 3879 259
5279 6407 -950
6125 1048 180
1238 5673 866
7497 3932 851
5915 8829 689
6469 7746 900
3561 3292 -503
1173 1137 459
5066 3253 -799
646 4645 556
6493 2447 -353
897 6239 970
716 4465 -836
2105 3227 713
6648 7525 -441
6617 5859 78
8670 1407 -589
5394 657 -665
130 4509 370
2385 4890 353
7116 9547 238
9486 2854 488
1311 2611 -921
2104 6597 -377
3103 9054 -153
8878 3801 -694
1973 5493 655
175 3531 -347
5611 7707 147
9142 4540 949
6808 3539 471
856 9133 -826
9408 2060 -747
9257 3003 -705
8316 4526 -682
2054 1971 -195
7022 2375 352
6325 4093 619
4327 7474 356
1534 5404 684
7387 7706 -638
584 4163 -121
8380 4634 374
2937 61 -587
3229 6715 188
5690 2540 -88
7849 3293 130
2414 5873 -142
6032 4506 209
990 6565 803
3701 572 -512
4626 3416 900
1340 2698 650
3692 9380 461
4771 6302 88
5487 482 35
4908 7323 603
964 4016 385
8369 6948 -696
6449 4536 -514
4579 2024 -327
7080 2052 -196
6552 2319 -468
3215 6315 852
2791 7787 -590
8658 2858 602
7061 3964 877
508 11 -966
6926 4287 -74
8656 2775 399
7872 810 -950
215 2907 663
6606 6156 35
1828 8152 710
171 2585 -851
4468 8222 400
9366 3086 186
9200 9371 3
4320 4599 -516
8705 8130 530
61 6109 504
5373 8649 -927
5198 2390 47
1176 9495 -995
3323 6949 -943
392 5303 912
5502 474 -345
1709 99 -931
441 7303 431
5063 1518 -88
4287 8193 -724
3800 3356 954
645 2173 239
1876 7051 -951
8022 5669 -616
7611 7833 -268
6605 7024 -473
8598 8426 -824
7211 1203 -500
5945 8146 -550
7389 3957 -72
3579 1090 626
6539 3754 404
320 6090 305
5266 6525 482
6180 1950 -858
5684 58 186
4540 5174 -409
7481 4358 -271
3936 1797 -337
6055 6007 -513
2130 1459 481
4008 3544 -477
5638 1074 521
1765 1484 -129
1709 318 -35
6465 8425 838
2744 1790 339
7915 9348 548
6208 7020 -219
7600 8521 -974
8410 5804 -873
2652 6205 828
2112 4637 -516
1897 8713 436
7010 5152 617
2338 9044 752
7548 1059 381
6737 3300 -911
3995 8842 950
1079 82 -160
345 792 -913
7612 9302 949
8186 7424 -214
8451 2791 -824
649 5682 203
9281 8117 415
8376 4033 -679
2985 8830 937
7413 1656 56
9449 5661 144
4574 6749 201
7466 5555 26
2463 2818 96
8734 5458 242
3358 4123 -641
5572 1802 -507
4997 6061 -829
9481 278 -940
9229 5830 -417
2898 6768 -63
5325 227 -8
7997 7132 420
6805 3062 -163
5713 3139 29
9348 8115 -697
2344 8176 -53
5751 7368 305
7210 1167 110
3113 7791 347
1975 1120 138
6270 2005 696
3340 5067 35
3782 4643 592
9138 3215 52
2051 9140 -854
8339 4851 525
7216 1033 -730
2226 7222 -201
5848 7724 -52
1015 8426 503
5516 919 -60
7748 3402 892
1482 1486 -281
501 5137 -285
1875 1342 -36
5573 7669 -523
3349 6723 296
6557 6475 -803
7888 7159 -396
8222 1270 -573
2103 3203 674
4468 2251 -597
8177 3668 356
7862 4732 -234
3930 1178 -848
5795 4042 -584
6463 8845 -976
1826 5493 964
9247 7770 -766
2418 2468 762
5424 4615 452
9121 5327 -456
7491 7908 -506
7192 1132 461
8235 827 -459
5918 4086 602
5515 311 -685
4905 2478 451
5450 5301 436
7027 4620 808
3185 7538 678
2646 8924 -403
8449 2272 265
2595 1438 485
1175 4739 -204
552 2829 59
5984 9414 -104
8937 2408 377
2775 1838 -392
1268 8230 847
9400 7009 -61
5671 1948 221
8209 4412 703
4629 1541 372
9481 126 -147
4377 4859 607
1187 8285 444
1194 4520 -397
2566 6253 268
2311 1004 -3
1319 6542 640
2238 9223 -739
1849 1160 -835
4752 9518 27
7378 5470 748
1961 6076 90
1750 5468 -981
206 1806 903
2059 7505 -874
5378 1830 -861
3306 2319 586
58 4995 228
9037 3112 -671
4858 24 571
8940 6229 -520
3718 7811 -961
489 4613 -327
855 1478 -729
4899 4315 50
6877 5901 -576
6453 2531 326
1404 5839 783
4940 2217 -648
4885 8271 938
1729 2826 -137
541 45 -729
2626 2895 -318
8504 2145 -70
3489 9448 212
6404 86 -768
2759 8889 -735
530 2248 47
9532 2899 -913
9144 6952 623
4468 8862 527
9423 4689 -809
8942 4220 -101
4414 6387 -208
4744 29 -518
3180 308 451
7680 1690 -893
3942 6943 260
6494 1721 459
4671 4997 -851
8387 1836 -282
3843 8657 716
465 7502 -299
6760 815 117
8110 6041 -381
9202 568 -656
7462 161 -692
722 5057 403
4119 623 796
3627 9238 -354
6283 3872 551
3218 6511 70
1238 9083 -949
7043 8520 650
8365 4944 146
8981 2899 -772
8215 4620 765
2014 3144 -980
8394 7278 692
5616 9502 -382
3603 5398 -951
417 8039 -272
8215 5150 416
9233 7262 967
1883 4537 -769
4544 7643 -674
5717 8806 -326
5948 5306 196
5087 9296 748
6514 9382 -612
7277 2611 -378
1278 8391 -940
2623 7376 -845
1354 2938 701
745 8366 932
2735 4460 271
939 8476 -728
6274 146 408
6720 197 314
7669 7690 848
9526 2792 -857
4370 2950 845
6690 2039 48
6020 6054 33
6489 3274 -500
3948 5524 -690
8286 6459 -940
8151 688 -515
5812 5548 -354
8345 739 970
2432 1053 56
7164 5358 386
9452 4955 151
2122 4651 -584
1017 1791 50
1675 6108 -821
4638 6168 -817
7458 8744 -603
7446 8855 553
1297 7216 592
8454 5569 683
2461 7600 342
5620 6366 614
8485 5216 -686
1558 9031 -503
7185 3191 553
2596 1434 474
6039 4244 509
7405 2096 -322
8870 6758 -287
5251 4471 509
9053 3048 130
3822 2975 218
2093 350 734
7205 3969 921
2789 2788 781
6866 4026 974
6981 6404 342
2143 2365 -516
2951 1734 698
3634 8161 -991
3471 3825 47
7041 350 396
9063 9498 -831
7789 3823 369
194 6371 833
1621 2743 -259
7973 5244 -509
8921 1749 -279
8922 251 708
4444 2504 -514
5895 8138 329
1781 9446 -805
7945 7105 497
6830 2589 -471
1816 7606 361
1796 1346 -876
1568 8738 -143
3018 3409 -471
5213 8782 608
5349 2322 -843
4110 5566 612
6393 1919 -206
4021 7772 -808
9041 2766 -412
6625 897 -675
1457 4738 -254
8688 2326 -320
262 1309 721
2356 9493 -352
5847 7323 -457
4520 2904 -381
2731 111 -823
1818 1342 -419
1308 6695 939
3506 2026 817
2426 6531 -957
3760 4186 -702
5763 5954 -179
4748 6869 449
31 6217 244
4414 5292 698
5373 5280 -720
